OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV372,East Toppenish Drain at Blue Heron/Annahat Road,Canal Drainage,,17030003,,,,,46.3680277000,-120.2487500000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV373,Drain2 below Track Road,Canal Drainage,,17030003,,,,,46.4334722000,-120.3918333000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV374,Ahtanum Creek at Union Gap(GoodmanRoad),River/Stream,,17030003,,,,,46.5375000000,-120.4738888000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV375,Mud Drain at Fort Road,Canal Drainage,,17030003,,,,,46.3760555000,-120.6001388000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV376,Wanity Track Lateral,River/Stream,,17030003,,,,,46.3333600000,-120.0500000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV377,Ahtanum Creek abv Diversion,River/Stream,,17030003,,,,,46.1313400000,-120.0500000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV379,North Drain at Satus Longhouse Road,Canal Drainage,,17030003,,,,,46.2789444000,-120.1458333000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV380,Wanity Slough at Highway97,Canal Drainage,,17030003,,,,,46.3647222000,-120.3219444000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV381,Satus Creek at Tule Road,River/Stream,,17030003,,,,,46.2771111000,-120.2476111000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV382,Toppenish Creek at Ethier Road,River/Stream,,17030003,,,,,46.3112222000,-120.7875833000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV383,Satus-Marion Feeder Canal at Highway22,Canal Drainage,,17030003,,,,,46.3171944000,-120.2198055000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV384,WIP Main Canal at Highway97,Canal Drainage,,17030003,,,,,46.5181944000,-120.4773888000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV385,Ahtanum Main Canal at Ahtanum Road,Canal Drainage,,17030003,,,,,46.5295277000,-120.7617500000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV397,North Fork Ahtanum Creek at Gage,River/Stream,,17030003,,,,,46.5643600000,-120.9161100000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV398,South Fork Ahtanum Creek at Gage,River/Stream,,17030003,,,,,46.5292700000,-120.7780100000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV399,Olney Flat Drain,Canal Drainage,,17030003,,,,,46.3859200000,-120.6221800000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YBO001,BUMPING RIVER AT GAGE BELOW DAM,River/Stream,,17030002,,,,,46.8800000000,-121.2825000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YBO010,BUMPING 100M ABOVE DAM,Reservoir,,17030002,,,,,46.8725000000,-121.3000000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YCE002,CLE ELUM RIVER AT GAGE BELOW DAM,River/Stream,,17030001,,,,,47.2444444000,-121.0633333000,,,,GPS-Unspecified,NAD27,,,,,,,US,53,037,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YCE003,CLE ELUM 100M ABOVE DAM,Reservoir,,17030001,,,,,47.2500000000,-121.0830556000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,037,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YKA001,KACHESS RIVER 300METERS BELOW DAM AT GAGE,River/Stream,,17030001,,,,,47.2619444000,-121.2022222000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,037,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YKA007,KACHESS 100M ABOVE DAM,Reservoir,,17030001,,,,,47.2658333000,-121.2050000000,,,,GPS-Unspecified,NAD27,,,,,,,US,53,037,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YKE004,KEECHELUS OUTLET AT GAGE,River/Stream,,17030001,,,,,47.3213889000,-121.3366667000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,037,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YKE009,KEECHELUS 100M ABOVE DAM,Reservoir,,17030001,,,,,47.3233333000,-121.3391667000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,037,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YKE010,Keechelus Boat Ramp,Reservoir,,17030001,,,,,47.3778400000,-121.3897400000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,037,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YRO003,TIETON R 900M BELOW DAM AT GAGE,River/Stream,,17030002,,,,,46.6650000000,-121.1216667000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YRO004,RIMROCK RES 100M. ABV DAM,Reservoir,,17030002,,,,,46.6530556000,-121.1280556000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YRO005,Rimrock Res near Boat Ramp,Reservoir,,17030002,,,,,46.6441000000,-121.1775000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,077,,,,,,,,,,STORET
HOOPERDOB_WQX,"Hooper Lab, Dept. of Biology, Western Washington",HOOPERDOB_WQX-USGS12212050,"Fishtrap Creek at Front St., Lynden, WA",River/Stream,,17110004,,,,,48.9388900000,-122.4777800000,,,,GPS-Unspecified,NAD27,,,,,,,US,53,073,,,,,,,,,,STORET
JSKTRIBE_WQX,Jamestown S'Klallam Tribe (Tribal),JSKTRIBE_WQX-ADI,Admiralty Inlet,Ocean,,17110019,,,,,48.0027000000,-122.6370000000,,,,GPS-Unspecified,OTHER,,,,,,,US,53,031,,,,,,,,,,STORET
JSKTRIBE_WQX,Jamestown S'Klallam Tribe (Tribal),JSKTRIBE_WQX-TDB,Thorndyke Bay,Ocean,,17110018,,,,,47.7834000000,-122.7330000000,,,,GPS-Unspecified,OTHER,,,,,,,US,53,031,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-aa-001,Shoreline Segment aa-001,River/Stream,,17110018,,,,,47.4083100000,-122.9328000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-G-026,Shoreline Segment G-026,River/Stream,,17110018,,,,,47.4300800000,-123.1235000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-G-027,Shoreline Segment G-027,River/Stream,,17110018,,,,,47.4298300000,-123.1236000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-M-031,Shoreline Segment M-031,River/Stream,,17110018,,,,,47.3667000000,-122.9998000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-M-032,Shoreline Segment M-032,River/Stream,,17110018,,,,,47.3683700000,-122.9974000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-P-055,Shoreline Segment P-055,River/Stream,,17110018,,,,,47.3802500000,-122.9574000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-R-081,Shoreline Segment R-081,River/Stream,,17110018,,,,,47.3942700000,-122.9044000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-T-170,Shoreline Segment T-170,River/Stream,,17110018,,,,,47.4120600000,-122.8756000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-U-073,Shoreline Segment U-073,River/Stream,,17110018,,,,,47.4293400000,-122.8548000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-U-074,Shoreline Segment U-074,River/Stream,,17110018,,,,,47.4285200000,-122.8556000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-U-075,HoodCanalShorelineU-075,River/Stream,,17110018,,,,,47.4282000000,-122.8554000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-U-076,Shoreline Segment U-076,River/Stream,,17110018,,,,,47.4291800000,-122.8556000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-Y-034,Shoreline Segment Y-034,River/Stream,,17110018,,,,,47.4254900000,-122.8940000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-Y-035,Shoreline Segment Y-035,River/Stream,,17110018,,,,,47.4255100000,-122.8938000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-Y-036,Shoreline Segment Y-036,River/Stream,,17110018,,,,,47.4254800000,-122.8938000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-z-015,Shoreline Segment z-016,River/Stream,,17110018,,,,,47.4084400000,-122.9328000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KNRD_WQX,Kalispel Indian Community of the Kalispel Reservation (Tribal),KNRD_WQX-BRN1A,Browns Creek,River/Stream,Browns Creek,17010216,,,,,48.4050191300,-117.2571743000,,,,GPS-Unspecified,NAD27,,,,,,,US,53,051,,,,,,,,,,STORET
KNRD_WQX,Kalispel Indian Community of the Kalispel Reservation (Tribal),KNRD_WQX-CCA1,Cee Cee Ah Creek,River/Stream,Right at home off of leclerc road on CCA creek.,17010216,,,,,48.3856028600,-117.2618846000,,,,GPS-Unspecified,NAD27,,,,,,,US,53,051,,,,,,,,,,STORET
KNRD_WQX,Kalispel Indian Community of the Kalispel Reservation (Tribal),KNRD_WQX-EBL1,East Branch LeClerc Creek,River/Stream,at intersection of Leclerc Rd. and Leclerc Rd. go .80 mi. to bridge.,17010216,,,,,48.5339190700,-117.2809081000,,,,GPS-Unspecified,NAD27,,,,,,,US,53,051,,,,,,,,,,STORET
KNRD_WQX,Kalispel Indian Community of the Kalispel Reservation (Tribal),KNRD_WQX-IND1,Indian Creek,River/Stream,"At the intersection of Leclerc road and Indian Creek road, go up Indian Creek road .6mi; take a left at Y by brown cabin, continue down dirt road .4 mi to culvert.",17010216,,,,,48.2514925900,-117.1419420000,,,,GPS-Unspecified,NAD27,,,,,,,US,53,051,,,,,,,,,,STORET
KNRD_WQX,Kalispel Indian Community of the Kalispel Reservation (Tribal),KNRD_WQX-PORB,Pend Oreille River,River/Stream,Usk Bridge Crossing,17010216,,,,,48.3175145100,-117.2703707000,,,,GPS-Unspecified,NAD27,,,,,,,US,53,051,,,,,,,,,,STORET
KNRD_WQX,Kalispel Indian Community of the Kalispel Reservation (Tribal),KNRD_WQX-PUMP,Calispell Creek,River/Stream,cusick pumps,17010216,,,,,48.3433280800,-117.2951491000,,,,GPS-Unspecified,NAD27,,,,,,,US,53,051,,,,,,,,,,STORET
KNRD_WQX,Kalispel Indian Community of the Kalispel Reservation (Tribal),KNRD_WQX-SKO2,Skookum Creek,River/Stream,Best Chance Road crossing,17010216,,,,,48.3166984200,-117.2365251000,,,,GPS-Unspecified,NAD27,,,,,,,US,53,051,,,,,,,,,,STORET
KNRD_WQX,Kalispel Indian Community of the Kalispel Reservation (Tribal),KNRD_WQX-SMA1,Small Creek,River/Stream,"Intersection HWY 20 and Meadow road, west on Meadow rd.1.7mi. turns into W. Calispel road, continue 1 mi.",17010216,,,,,48.3272319400,-117.3500581000,,,,GPS-Unspecified,NAD27,,,,,,,US,53,051,,,,,,,,,,STORET
KNRD_WQX,Kalispel Indian Community of the Kalispel Reservation (Tribal),KNRD_WQX-WIN1,Winchester Creek,River/Stream,At intersectionof Hiway 20 To Flowery Trail Rd. Go 2.3 mi. on To Flowery Trail Rd. Take a left on West Calispel Rd. Go 3 miles.,17010216,,,,,48.2798985800,-117.3621616000,,,,GPS-Unspecified,NAD27,,,,,,,US,53,051,,,,,,,,,,STORET
LUMMINSN_WQX,Lummi Tribe of the Lummi Reservation (Tribal),LUMMINSN_WQX-LUMMI0002,SW002,Ocean,Nutrients and TOC collected quarterly. Old pilings and other hazards can be present in the shallows. Maintain at least 1.5 ft water depth and travel at slow speeds.,17110004,,,,,48.7717113900,-122.6790879200,,,,GPS-Unspecified,WGS84,-8.4036671E-2,ft,,,Topographic Map Interpolation,NAVD88,US,53,073,,,,,,,,,,STORET
LUMMINSN_WQX,Lummi Tribe of the Lummi Reservation (Tribal),LUMMINSN_WQX-LUMMI0003,SW003,River/Stream,Nutrients and TOC sampled quarterly. Site has been known for heavy beaver activity. Samples collected from top of culvert or from left bank of channel. Be ware of fencing and barbed wire. Site also has a temperature logger present that is downloaded monthly.,17110004,,,,,48.8071325900,-122.6626604000,,,,GPS-Unspecified,WGS84,10.683551,ft,,,Topographic Map Interpolation,NAVD88,US,53,073,,,,,,,,,,STORET
LUMMINSN_WQX,Lummi Tribe of the Lummi Reservation (Tribal),LUMMINSN_WQX-LUMMI0004,SW006,Ocean,"At least 1.5  feet of water is needed to cross over the shallow, often exposed beach connecting Portage Island to Gooseberry Point (the horn).  Head south around the horn and try to cut across channel in the middle of crossing at a perpendicular angle (an easterly direction) while checking visually for maximum water depth.",17110004,,,,,48.7129117800,-122.6267389300,,,,GPS-Unspecified,WGS84,0.60859138,ft,,,Topographic Map Interpolation,NAVD88,US,53,073,,,,,,,,,,STORET
LUMMINSN_WQX,Lummi Tribe of the Lummi Reservation (Tribal),LUMMINSN_WQX-LUMMI0007,SW009,River/Stream,Samples are collected from left bank. Site also has a temperature logger that is downloaded quarterly.,17110004,,,,,48.8186216000,-122.6124477000,,,,GPS-Unspecified,WGS84,8.3204899,ft,,,Topographic Map Interpolation,NAVD88,US,53,073,,,,,,,,,,STORET
LUMMINSN_WQX,Lummi Tribe of the Lummi Reservation (Tribal),LUMMINSN_WQX-LUMMI0013,SW015,Channelized Stream,Samples are collected from culvert on East side of Lummi Shore Road.  Site is sampled monthly for bacteria and other water quality parameters and quarterly for nutrients. Site also has a temperature logger present that is downloaded monthly.,17110004,,,,,48.8031359200,-122.6243092200,,,,GPS-Unspecified,WGS84,7.9312859,ft,,,Topographic Map Interpolation,NAVD88,US,53,073,,,,,,,,,,STORET
LUMMINSN_WQX,Lummi Tribe of the Lummi Reservation (Tribal),LUMMINSN_WQX-LUMMI0173,SW118,River/Stream,Sampled from right bank approx. 10 feet upstream of boat launch ramp.  Site monitored three to four times monthly for bacteria and other water quality parameters.,17110004,,,,,48.7906780000,-122.5907000000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,073,,,,,,,,,,STORET
LUMMINSN_WQX,Lummi Tribe of the Lummi Reservation (Tribal),LUMMINSN_WQX-LUMMI0684,SW135,River/Stream,This site replaced SR005 after it was added to the Surface Water Monitoring Project. Data analyzed for SW135 should also include data logged under SR005 from 2019 onward.,17110004,,,,,48.8107190000,-122.6273830000,,,,GPS-Unspecified,NAD83,9.1300001,ft,,,Altimetry,NAVD88,US,53,073,,,,,,,,,,STORET
MIT_WQX,Muckleshoot Indian Tribe (Tribal),MIT_WQX-408-0048,408 Site 0048,River/Stream,,17110014,,,,,47.2359000000,-122.1010000000,,,,GPS-Unspecified,NAD27,,,,,,,US,53,033,,,,,,,,,,STORET
MIT_WQX,Muckleshoot Indian Tribe (Tribal),MIT_WQX-Main-3,Mainstem Site 3,River/Stream,,17110014,,,,,47.2849000000,-122.1820000000,,,,GPS-Unspecified,NAD27,,,,,,,US,53,033,,,,,,,,,,STORET
MIT_WQX,Muckleshoot Indian Tribe (Tribal),MIT_WQX-Mouth-0048,Mouth Site 0048,River/Stream,,17110014,,,,,47.2313000000,-122.1110000000,,,,GPS-Unspecified,NAD27,,,,,,,US,53,033,,,,,,,,,,STORET
MIT_WQX,Muckleshoot Indian Tribe (Tribal),MIT_WQX-Upper-0050,Upper Site 0050,River/Stream,,17110014,,,,,47.2242000000,-122.1040000000,,,,GPS-Unspecified,NAD27,,,,,,,US,53,033,,,,,,,,,,STORET
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-10616-ORDEQ,Columbia River at Marker #47 (upstream of Willamette River),River/Stream,,17090012,,,,,45.6448988400,-122.7390121000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,53,011,,,,,,,,,,STORET
PUYALLUP_WQX,Puyallup Tribe of the Puyallup Reservation (Tribal),PUYALLUP_WQX-BOI-1,Boise Creek,River/Stream,284th Ave. SE,17110014,,,,,47.1853837800,-121.9631658300,,,,GPS-Unspecified,UNKWN,761,cm,,,Unknown,UNKWN,US,53,033,,,,,,,,,,STORET
PUYALLUP_WQX,Puyallup Tribe of the Puyallup Reservation (Tribal),PUYALLUP_WQX-BOI-3,Boise Creek,River/Stream,SE Mud Mountain Rd,17110014,,,,,47.1760569200,-122.0184805500,,,,GPS-Unspecified,UNKWN,643,cm,,,Unknown,UNKWN,US,53,033,,,,,,,,,,STORET
PUYALLUP_WQX,Puyallup Tribe of the Puyallup Reservation (Tribal),PUYALLUP_WQX-BOI-5,Boise Creek,River/Stream,Mud Mountain Rd Confluence White River,17110014,,,,,47.1753293000,-122.0192714300,,,,GPS-Unspecified,UNKWN,643,cm,,,Unknown,UNKWN,US,53,033,,,,,,,,,,STORET
PUYALLUP_WQX,Puyallup Tribe of the Puyallup Reservation (Tribal),PUYALLUP_WQX-BOI-6,Boise Creek,River/Stream,Above Enumclaw Golf Course (above fairway #2),17110014,,,,,47.1949600000,-121.9536000000,,,,GPS-Unspecified,UNKWN,810,cm,,,Unknown,UNKWN,US,53,033,,,,,,,,,,STORET
PUYALLUP_WQX,Puyallup Tribe of the Puyallup Reservation (Tribal),PUYALLUP_WQX-CHAM-2,Chambers Creek,River/Stream,Chambers Creek Road W.,17110019,,,,,47.1919770000,-122.5736150000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,053,,,,,,,,,,STORET
PUYALLUP_WQX,Puyallup Tribe of the Puyallup Reservation (Tribal),PUYALLUP_WQX-CLK-4,Clarks Creek,River/Stream,66th St bridge,17110014,,,,,47.2040831837,-122.3420962140,,,,GPS-Unspecified,UNKWN,19,cm,,,Unknown,UNKWN,US,53,053,,,,,,,,,,STORET
PUYALLUP_WQX,Puyallup Tribe of the Puyallup Reservation (Tribal),PUYALLUP_WQX-CLK-4.1,Clarks Creek,River/Stream,Above Hatchery Inlet,17110014,,,,,47.2049961200,-122.3431470200,,,,GPS-Unspecified,UNKWN,19,cm,,,Unknown,UNKWN,US,53,053,,,,,,,,,,STORET
PUYALLUP_WQX,Puyallup Tribe of the Puyallup Reservation (Tribal),PUYALLUP_WQX-DIRU-2,Diru Creek 2,River/Stream,,17110014,,,,,47.1917000000,-122.3390000000,,,,GPS-Unspecified,NAD83,,,,,,,US,53,053,,,,,,,,,,STORET
PUYALLUP_WQX,Puyallup Tribe of the Puyallup Reservation (Tribal),PUYALLUP_WQX-GREENWATER-11,Greenwater River 11,River/Stream,Continuous Water Quality Monitoring,17110014,,,,,47.1553000000,-121.6440000000,,,,GPS-Unspecified,NAD83,,,,,,,US,53,053,,,,,,,,,,STORET
PUYALLUP_WQX,Puyallup Tribe of the Puyallup Reservation (Tribal),PUYALLUP_WQX-SIM-1,Simons Creek,River/Stream,40th St E/90th Ave,17110019,,,,,47.2210963500,-122.3099935500,,,,GPS-Unspecified,UNKWN,46,cm,,,Unknown,UNKWN,US,53,053,,,,,,,,,,STORET
PUYALLUP_WQX,Puyallup Tribe of the Puyallup Reservation (Tribal),PUYALLUP_WQX-SIM-1.1,Simons Creek,River/Stream,40th St E/90th Ave,17110019,,,,,47.2209664647,-122.3096834460,,,,GPS-Unspecified,UNKWN,46,cm,,,Unknown,UNKWN,US,53,053,,,,,,,,,,STORET
PUYALLUP_WQX,Puyallup Tribe of the Puyallup Reservation (Tribal),PUYALLUP_WQX-SPC-1,South Prairie Creek,River/Stream,Hwy 162/firestation,17110014,,,,,47.1402726910,-122.0924712560,,,,GPS-Unspecified,UNKWN,420,cm,,,Unknown,UNKWN,US,53,053,,,,,,,,,,STORET
PUYALLUP_WQX,Puyallup Tribe of the Puyallup Reservation (Tribal),PUYALLUP_WQX-SPC-3,South Prairie Creek,River/Stream,South Prairie Creek Rd,17110014,,,,,47.0984985900,-122.1561714000,,,,GPS-Unspecified,UNKWN,292,cm,,,Unknown,UNKWN,US,53,053,,,,,,,,,,STORET
PUYALLUP_WQX,Puyallup Tribe of the Puyallup Reservation (Tribal),PUYALLUP_WQX-SPC-4,South Prarire Creek,River/Stream,S Prairie Creek Rd E/Britgi Property,17110014,,,,,47.1009916000,-122.1537722000,,,,GPS-Unspecified,UNKWN,284,cm,,,Unknown,UNKWN,US,53,053,,,,,,,,,,STORET
PUYALLUP_WQX,Puyallup Tribe of the Puyallup Reservation (Tribal),PUYALLUP_WQX-SPC-5,South Prairie Creek,River/Stream,End of Spiketon Rd,17110014,,,,,47.1297220000,-122.0201580000,,,,GPS-Unspecified,UNKWN,647,cm,,,Unknown,UNKWN,US,53,053,,,,,,,,,,STORET
PUYALLUP_WQX,Puyallup Tribe of the Puyallup Reservation (Tribal),PUYALLUP_WQX-SWAN-1,Swan Creek 1,River/Stream,,17110014,,,,,47.2287000000,-122.3920000000,,,,GPS-Unspecified,NAD83,,,,,,,US,53,053,,,,,,,,,,STORET
PUYALLUP_WQX,Puyallup Tribe of the Puyallup Reservation (Tribal),PUYALLUP_WQX-SWAN-6,Swan Creek 6,River/Stream,Puyallup River Watershed Monitoring,17110014,,,,,47.2259000000,-122.3930000000,,,,GPS-Unspecified,NAD83,,,,,,,US,53,053,,,,,,,,,,STORET
PUYALLUP_WQX,Puyallup Tribe of the Puyallup Reservation (Tribal),PUYALLUP_WQX-WAP-1,Wapato Creek,River/Stream,7th Ave/ RR,17110019,,,,,47.2148439401,-122.3023907800,,,,GPS-Unspecified,UNKWN,39,cm,,,Unknown,UNKWN,US,53,053,,,,,,,,,,STORET
PUYALLUP_WQX,Puyallup Tribe of the Puyallup Reservation (Tribal),PUYALLUP_WQX-WAP-9,Wapato Creek,River/Stream,Cherrywood Mobile Home Park,17110019,,,,,47.2229715500,-122.3168567000,,,,GPS-Unspecified,UNKWN,42,cm,,,Unknown,UNKWN,US,53,053,,,,,,,,,,STORET
PUYALLUP_WQX,Puyallup Tribe of the Puyallup Reservation (Tribal),PUYALLUP_WQX-WILK-1,Wilkeson Creek,River/Stream,"262nd Ave E (mouth/SPC) 13241 262nd Ave E, South Prairie, WA 98385",17110014,,,,,47.1357112300,-122.0758228400,,,,GPS-Unspecified,UNKWN,459,cm,,,Unknown,UNKWN,US,53,053,,,,,,,,,,STORET
PUYALLUP_WQX,Puyallup Tribe of the Puyallup Reservation (Tribal),PUYALLUP_WQX-WILK-2,Wilkeson Creek,River/Stream,Johns Rd E,17110014,,,,,47.1140293607,-122.0654339730,,,,GPS-Unspecified,UNKWN,719,cm,,,Unknown,UNKWN,US,53,053,,,,,,,,,,STORET
PUYALLUP_WQX,Puyallup Tribe of the Puyallup Reservation (Tribal),PUYALLUP_WQX-WILK-3,Wilkeson Creek,River/Stream,Hwy 165,17110014,,,,,47.1101830000,-122.0516680000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,053,,,,,,,,,,STORET
PUYALLUP_WQX,Puyallup Tribe of the Puyallup Reservation (Tribal),PUYALLUP_WQX-WILKIN-1,Wilkeson Creek,River/Stream,A P Tubbs Road at Hatchery,17110014,,,,,47.1166929906,-122.0805447690,,,,GPS-Unspecified,UNKWN,667,cm,,,Unknown,UNKWN,US,53,053,,,,,,,,,,STORET
