OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
SUQUAMISH,Suquamish Indian Tribe of the Port Madison Reservation (Tribal),SUQUAMISH-KIT01_170928_133417,Field Msr/Obs,Water,,2017-09-28,13:34:17,PST,,,,,,,,,,,,SUQ_WQMD,Suquamish Tribe Monitoring,,SUQUAMISH-KIT-01,Kitsap Creek,,,,,47.7483000000,-122.5340000000,,,,,,STORET-695261289,,as N,Nitrate,Unfiltered,2.51,mg/L,,Final,,Actual,,,,,,,,,,Sep 28 2017  1:34PM   ::SampleDateTime: 2017-09-28 13:34:17::,,,,,,,,,,4500-NO3(D)***retired*** 4500-NO3 D,APHA,"DO NOT USE***4500 NO3 D ~ Nitrate in Water Using an ISE, 4500-NO3 D",,https://www.nemi.gov/methods/method_summary/9888/,,,,,,,,,2018-01-18T14:30:55,STORET
THURSTONCOUNTY,Thurston County Health Department,THURSTONCOUNTY-G2-21229CWRIS_288171_42828_486,Sample-Routine,Water,Groundwater,2017-04-03,,,,,,,0,ft,,,,,,Tumwater_WHPA,Tumwater WHPA,Thurston County,THURSTONCOUNTY-G2-21229CWRIS_288171,G2-21229CWRIS_288171,,,,,46.9636760000,-122.9275050000,Grab,THURSTONCOUNTY,Grab sample using bottleware,,Miscellaneous (Other),STORET-980483018,,as N,Nitrate,None,2.1,mg/L,,Accepted,,Actual,,,,,,,,,,"GData values on June 27 2023: gid=1549; SITE_CODE=17N/02W-15CA; SITE_NAME=MARSH, Chris; sys_loc_code (Metro_ID)=G2-21229CWRIS_288171; LAT=46.963676; LON=-122.927505; datetime=2017-04-03 11:40:00; Date_time2=4/3/2017 11:40:00 AM; Date_time_serial=42828.4861111111; sample_utc_offset=8; value=2.1; unit=mg/L; parameter=Nitrate as N; mdl=0; pql=0; matrix=Water; lab_batch=See TC Env Health files; qualifier=; dup=0; depth_measured_ft=0",,,,,,,,,,See_external_files,THURSTONCOUNTY,External files contain methodological data,,,,,,,,,,,2023-06-30T19:08:20,STORET
KNRD_WQX,Kalispel Indian Community of the Kalispel Reservation (Tribal),KNRD_WQX-7101107-02,Sample-Routine,Water,,2017-10-11,14:16:00,PST,,,,,,,,,,,,KNRD Inorganics and Metals,Inorganics and Metals Sampling Project,,KNRD_WQX-PORB,Pend Oreille River,,,,,48.3175145100,-117.2703707000,Kalispel QAPP 00145,KNRD_WQX,Grab Sample Method,,Water Sampler (Other),STORET-918330805,Not Detected,as N,Nitrate,"Filtered, lab",,,,Final,,,,,,,,,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,Tshimakain Creek Labs,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KNRD_WQX/activities/KNRD_WQX-7101107-02/results/918330805/resdetectqntlmts,Method Detection Level,0.005,mg/L,,2021-11-10T14:33:25,STORET
YAKIMAVLYDAIRIES_WQX,Yakima Valley Dairies,YAKIMAVLYDAIRIES_WQX-YVD-031017-31_ALSKE,Sample-Routine,Water,,2017-03-10,11:52:00,PST,,,,,29.5,ft,,,,,,SDWA-10-2013-0800,Groundwater Monitoring,,YAKIMAVLYDAIRIES_WQX-DC-04,DC-04,,,,,46.3824459700,-120.1311291600,STNDRD_SCP,YAKIMAVLYDAIRIES_WQX,Standard Sample Collection,,Pump/Peristaltic,STORET-614177638,,,Nitrate,Total,46.0000000000,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,2017-03-11,,https://www.waterqualitydata.us/data/providers/STORET/organizations/YAKIMAVLYDAIRIES_WQX/activities/YAKIMAVLYDAIRIES_WQX-YVD-031017-31_ALSKE/results/614177638/resdetectqntlmts,Method Detection Level,0.05,mg/L,,2017-05-05T15:27:56,STORET
THURSTONCOUNTY,Thurston County Health Department,THURSTONCOUNTY-17N_02W_09M04_42976_414,Sample-Routine,Water,Drinking Water,2017-08-29,,,,,,,0,ft,,,,,,USGS_1980s_1990s,USGS Sampling from the 1980s through the 1990s in support of Thurston County,Thurston County,THURSTONCOUNTY-17N_02W_09M04,17N/02W-09M04,,,,,46.9732020000,-122.9497760000,Grab,THURSTONCOUNTY,Grab sample using bottleware,,Miscellaneous (Other),STORET-980473425,,as N,Nitrate,None,1,mg/L,,Accepted,,Actual,,,,,,,,,,GData values on June 27 2023: gid=1288; SITE_CODE=17N/02W-09M04; SITE_NAME=7927 Littlerock Rd; sys_loc_code (Metro_ID)=17N_02W_09M04; LAT=46.973202; LON=-122.949776; datetime=2017-08-29 09:57:00; Date_time2=8/29/2017 9:57:00 AM; Date_time_serial=42976.4145833333; sample_utc_offset=8; value=1; unit=mg/L; parameter=Nitrate as N; mdl=0; pql=0; matrix=Water; lab_batch=See TC Env Health files; qualifier=; dup=0; depth_measured_ft=0,,,,,,,,,,See_external_files,THURSTONCOUNTY,External files contain methodological data,,,,,,,,,,,2023-06-30T19:06:32,STORET
NOOKSACK_WQX,Nooksack Indian Tribe (Tribal),NOOKSACK_WQX-SW07_2017_2_21,Field Msr/Obs,Water,,2017-02-21,,,,,,,,,,,,,,NooksackRiverWatershed,Nooksack Watershed Water Quality Monitoring,,NOOKSACK_WQX-SW07,South Fork Nooksack at Saxon Bridge,,,,,48.6777241300,-122.1654183000,,,,,,STORET-956851433,,as NO3,Nitrate,Dissolved,0.27,mg/L,,Final,,Actual,,,,,,,,,,::SampleDateTime: 2017-02-21 10:51:23::,,,,,,,,,,300.0,USEPA Rev 2.1,300.0 ~ EPA; Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2022-10-26T18:24:15,STORET
SUQUAMISH,Suquamish Indian Tribe of the Port Madison Reservation (Tribal),SUQUAMISH-KIT01_170928_133401,Field Msr/Obs,Water,,2017-09-28,13:34:01,PST,,,,,,,,,,,,SUQ_WQMD,Suquamish Tribe Monitoring,,SUQUAMISH-KIT-01,Kitsap Creek,,,,,47.7483000000,-122.5340000000,,,,,,STORET-695261282,,as N,Nitrate,Unfiltered,2.49,mg/L,,Final,,Actual,,,,,,,,,,Sep 28 2017  1:34PM   ::SampleDateTime: 2017-09-28 13:34:01::,,,,,,,,,,4500-NO3(D)***retired*** 4500-NO3 D,APHA,"DO NOT USE***4500 NO3 D ~ Nitrate in Water Using an ISE, 4500-NO3 D",,https://www.nemi.gov/methods/method_summary/9888/,,,,,,,,,2018-01-18T14:30:55,STORET
SUQUAMISH,Suquamish Indian Tribe of the Port Madison Reservation (Tribal),SUQUAMISH-029501_170315_134127,Field Msr/Obs,Water,,2017-03-15,13:41:27,PST,,,,,,,,,,,,SUQ_WQMD,Suquamish Tribe Monitoring,,SUQUAMISH-0295-01,Old Tribal Center Cr,,,,,47.7069000000,-122.5800000000,,,,,,STORET-695257475,,as N,Nitrate,Unfiltered,1.73,mg/L,,Final,,Actual,,,,,,,,,,Mar 15 2017  1:41PM   ::SampleDateTime: 2017-03-15 13:41:27::,,,,,,,,,,4500-NO3(D)***retired*** 4500-NO3 D,APHA,"DO NOT USE***4500 NO3 D ~ Nitrate in Water Using an ISE, 4500-NO3 D",,https://www.nemi.gov/methods/method_summary/9888/,,,,,,,,,2018-01-18T14:30:10,STORET
NOOKSACK_WQX,Nooksack Indian Tribe (Tribal),NOOKSACK_WQX-SW09_2017_11_14,Field Msr/Obs,Water,,2017-11-14,,,,,,,,,,,,,,NooksackRiverWatershed,Nooksack Watershed Water Quality Monitoring,,NOOKSACK_WQX-SW09,North Fork Nooksack at Mosquito Lake Bridge,,,,,48.8383767800,-122.1543032000,,,,,,STORET-956854525,,as NO3,Nitrate,Dissolved,0.21,mg/L,,Final,,Actual,,,,,,,,,,::SampleDateTime: 2017-11-14 13:31:17::,,,,,,,,,,300.0,USEPA Rev 2.1,300.0 ~ EPA; Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2022-10-26T18:25:01,STORET
SUQUAMISH,Suquamish Indian Tribe of the Port Madison Reservation (Tribal),SUQUAMISH-SNY02_170731_135730,Field Msr/Obs,Water,,2017-07-31,13:57:30,PST,,,,,,,,,,,,SUQ_WQMD,Suquamish Tribe Monitoring,,SUQUAMISH-SNY-02,Sam Snyder Creek,,,,,47.7077000000,-122.6070000000,,,,,,STORET-695262723,,as N,Nitrate,Unfiltered,1.84,mg/L,,Final,,Actual,,,,,,,,,,Jul 31 2017  1:57PM   ::SampleDateTime: 2017-07-31 13:57:30::,,,,,,,,,,4500-NO3(D)***retired*** 4500-NO3 D,APHA,"DO NOT USE***4500 NO3 D ~ Nitrate in Water Using an ISE, 4500-NO3 D",,https://www.nemi.gov/methods/method_summary/9888/,,,,,,,,,2018-01-18T14:31:05,STORET
NOOKSACK_WQX,Nooksack Indian Tribe (Tribal),NOOKSACK_WQX-SW06_2017_4_5,Field Msr/Obs,Water,,2017-04-05,,,,,,,,,,,,,,NooksackRiverWatershed,Nooksack Watershed Water Quality Monitoring,,NOOKSACK_WQX-SW06,South Fork Nooksack at Potter Bridge,,,,,48.7889123800,-122.1990421000,,,,,,STORET-956849995,,as NO3,Nitrate,Dissolved,0.24,mg/L,,Final,,Actual,,,,,,,,,,::SampleDateTime: 2017-04-05 11:27:32::,,,,,,,,,,300.0,USEPA Rev 2.1,300.0 ~ EPA; Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2022-10-26T18:24:05,STORET
KNRD_WQX,Kalispel Indian Community of the Kalispel Reservation (Tribal),KNRD_WQX-7061505-02,Sample-Routine,Water,,2017-06-15,12:00:00,PST,,,,,,,,,,,,KNRD Inorganics and Metals,Inorganics and Metals Sampling Project,,KNRD_WQX-PORB,Pend Oreille River,,,,,48.3175145100,-117.2703707000,Kalispel QAPP 00145,KNRD_WQX,Grab Sample Method,,Water Sampler (Other),STORET-918330531,Not Detected,as N,Nitrate,"Filtered, lab",,,,Final,,,,,,,,,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,Tshimakain Creek Labs,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KNRD_WQX/activities/KNRD_WQX-7061505-02/results/918330531/resdetectqntlmts,Method Detection Level,0.005,mg/L,,2021-11-10T14:26:26,STORET
LUMMINSN_WQX,Lummi Tribe of the Lummi Reservation (Tribal),LUMMINSN_WQX-022772-SampleWaterSurface1,Sample-Routine,Water,,2017-11-27,13:20:00,PDT,,,,,,,,,,,,LUMMI017,Surface Water - Nutrient Monitoring,,LUMMINSN_WQX-LUMMI0003,SW003,,,,,48.8071325900,-122.6626604000,Grab Sample,LUMMINSN_WQX,Grab Sample,,Water Bottle,STORET-709562108,,as N,Nitrate,Total,0.62,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,C87416,2017-11-27,,,,,,,2018-03-23T16:12:11,STORET
SUQUAMISH,Suquamish Indian Tribe of the Port Madison Reservation (Tribal),SUQUAMISH-COWL01_170329_141053,Field Msr/Obs,Water,,2017-03-29,14:10:53,PST,,,,,,,,,,,,SUQ_WQMD,Suquamish Tribe Monitoring,,SUQUAMISH-COWL-01,Cowling Creek,,,,,47.7457000000,-122.5610000000,,,,,,STORET-695258236,,as N,Nitrate,Unfiltered,3.42,mg/L,,Final,,Actual,,,,,,,,,,Mar 29 2017  2:10PM   ::SampleDateTime: 2017-03-29 14:10:53::,,,,,,,,,,4500-NO3(D)***retired*** 4500-NO3 D,APHA,"DO NOT USE***4500 NO3 D ~ Nitrate in Water Using an ISE, 4500-NO3 D",,https://www.nemi.gov/methods/method_summary/9888/,,,,,,,,,2018-01-18T14:30:19,STORET
SWINOMISH,Swinomish Indian Tribal Community (Tribal),SWINOMISH-2017-0031-49326400,Sample-Routine,Water,,2017-01-18,14:43:00,PST,,,,,,,,,,,,SWQMP,Swinomish Water Quality Monitoring Program,,SWINOMISH-LON10,Lone Tree Creek,,,,,48.4065350513,-122.5491799123,SWQMP,SWINOMISH,SWQMP_METHODS,,Water Bottle,STORET-785343533,,,Nitrate,Dissolved,1.43,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,300(A),USEPA,300 A  ~ Inorganic Anions by Ion Chromatography,,,,,,,,,,,2019-04-24T19:49:19,STORET
SWINOMISH,Swinomish Indian Tribal Community (Tribal),SWINOMISH-2017-0517-94379917,Sample-Routine,Water,,2017-07-06,12:27:00,PST,,,,,,,,,,,,SWQMP,Swinomish Water Quality Monitoring Program,,SWINOMISH-FOR2,Fornsby Creek,,,,,48.4319768100,-122.5164833828,SWQMP,SWINOMISH,SWQMP_METHODS,,Water Bottle,STORET-785344551,,,Nitrate,Dissolved,0.71,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,300(A),USEPA,300 A  ~ Inorganic Anions by Ion Chromatography,,,,,,,,,,,2019-04-24T19:49:39,STORET
NOOKSACK_WQX,Nooksack Indian Tribe (Tribal),NOOKSACK_WQX-SW14_2017_10_24,Field Msr/Obs,Water,,2017-10-24,,,,,,,,,,,,,,NooksackRiverWatershed,Nooksack Watershed Water Quality Monitoring,,NOOKSACK_WQX-SW14,Bertrand Creek at Rathbone Rd,,,,,48.9241284400,-122.5300289000,,,,,,STORET-956861369,,as NO3,Nitrate,Dissolved,3.10,mg/L,,Final,,Actual,,,,,,,,,,::SampleDateTime: 2017-10-24 12:22:35::,,,,,,,,,,300.0,USEPA Rev 2.1,300.0 ~ EPA; Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2022-10-26T18:26:11,STORET
YAKIMAVLYDAIRIES_WQX,Yakima Valley Dairies,YAKIMAVLYDAIRIES_WQX-YVD-120517-28_ALSKE,Sample-Routine,Water,,2017-12-05,12:54:00,PST,,,,,85.1,ft,,,,,,SDWA-10-2013-0800,Groundwater Monitoring,,YAKIMAVLYDAIRIES_WQX-YVD-15,YVD-15,,,,,46.3898023300,-120.1371527100,STNDRD_SCP,YAKIMAVLYDAIRIES_WQX,Standard Sample Collection,,Pump/Peristaltic,STORET-695534521,,,Nitrate,Total,22.7,mg/L,J,Final,,Estimated,,,,,,,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,2017-12-07,,https://www.waterqualitydata.us/data/providers/STORET/organizations/YAKIMAVLYDAIRIES_WQX/activities/YAKIMAVLYDAIRIES_WQX-YVD-120517-28_ALSKE/results/695534521/resdetectqntlmts,Method Detection Level,0.1,mg/L,,2018-01-21T16:29:05,STORET
SUQUAMISH,Suquamish Indian Tribe of the Port Madison Reservation (Tribal),SUQUAMISH-SNY02_170731_135815,Field Msr/Obs,Water,,2017-07-31,13:58:15,PST,,,,,,,,,,,,SUQ_WQMD,Suquamish Tribe Monitoring,,SUQUAMISH-SNY-02,Sam Snyder Creek,,,,,47.7077000000,-122.6070000000,,,,,,STORET-695262744,,as N,Nitrate,Unfiltered,1.82,mg/L,,Final,,Actual,,,,,,,,,,Jul 31 2017  1:58PM   ::SampleDateTime: 2017-07-31 13:58:15::,,,,,,,,,,4500-NO3(D)***retired*** 4500-NO3 D,APHA,"DO NOT USE***4500 NO3 D ~ Nitrate in Water Using an ISE, 4500-NO3 D",,https://www.nemi.gov/methods/method_summary/9888/,,,,,,,,,2018-01-18T14:31:05,STORET
NOOKSACK_WQX,Nooksack Indian Tribe (Tribal),NOOKSACK_WQX-SW08_2017_11_14,Field Msr/Obs,Water,,2017-11-14,,,,,,,,,,,,,,NooksackRiverWatershed,Nooksack Watershed Water Quality Monitoring,,NOOKSACK_WQX-SW08,Middle Fork Nooksack at Rutsatz Rd,,,,,48.8220710400,-122.1342510000,,,,,,STORET-956852990,,as NO3,Nitrate,Dissolved,0.23,mg/L,,Final,,Actual,,,,,,,,,,::SampleDateTime: 2017-11-14 13:06:25::,,,,,,,,,,300.0,USEPA Rev 2.1,300.0 ~ EPA; Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2022-10-26T18:24:37,STORET
SUQUAMISH,Suquamish Indian Tribe of the Port Madison Reservation (Tribal),SUQUAMISH-SNY02_170330_145110,Field Msr/Obs,Water,,2017-03-30,14:51:10,PST,,,,,,,,,,,,SUQ_WQMD,Suquamish Tribe Monitoring,,SUQUAMISH-SNY-02,Sam Snyder Creek,,,,,47.7077000000,-122.6070000000,,,,,,STORET-695262695,,as N,Nitrate,Unfiltered,3.57,mg/L,,Final,,Actual,,,,,,,,,,Mar 30 2017  2:51PM   ::SampleDateTime: 2017-03-30 14:51:10::,,,,,,,,,,4500-NO3(D)***retired*** 4500-NO3 D,APHA,"DO NOT USE***4500 NO3 D ~ Nitrate in Water Using an ISE, 4500-NO3 D",,https://www.nemi.gov/methods/method_summary/9888/,,,,,,,,,2018-01-18T14:31:05,STORET
SUQUAMISH,Suquamish Indian Tribe of the Port Madison Reservation (Tribal),SUQUAMISH-GROV03_170921_114219,Field Msr/Obs,Water,,2017-09-21,11:42:19,PST,,,,,,,,,,,,SUQ_WQMD,Suquamish Tribe Monitoring,,SUQUAMISH-GROV-03,Grovers Creek,,,,,47.7725000000,-122.5580000000,,,,,,STORET-695259752,,as N,Nitrate,Unfiltered,0.94,mg/L,,Final,,Actual,,,,,,,,,,Sep 21 2017 11:42AM   ::SampleDateTime: 2017-09-21 11:42:19::,,,,,,,,,,4500-NO3(D)***retired*** 4500-NO3 D,APHA,"DO NOT USE***4500 NO3 D ~ Nitrate in Water Using an ISE, 4500-NO3 D",,https://www.nemi.gov/methods/method_summary/9888/,,,,,,,,,2018-01-18T14:30:42,STORET
YAKIMAVLYDAIRIES_WQX,Yakima Valley Dairies,YAKIMAVLYDAIRIES_WQX-YVD-092517-10_ALSKE,Sample-Routine,Water,,2017-09-25,14:28:00,PST,,,,,85.1,ft,,,,,,SDWA-10-2013-0800,Groundwater Monitoring,,YAKIMAVLYDAIRIES_WQX-YVD-15,YVD-15,,,,,46.3898023300,-120.1371527100,STNDRD_SCP,YAKIMAVLYDAIRIES_WQX,Standard Sample Collection,,Pump/Peristaltic,STORET-680097651,,,Nitrate,Total,21.8000000000,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,2017-09-27,,https://www.waterqualitydata.us/data/providers/STORET/organizations/YAKIMAVLYDAIRIES_WQX/activities/YAKIMAVLYDAIRIES_WQX-YVD-092517-10_ALSKE/results/680097651/resdetectqntlmts,Method Detection Level,0.1,mg/L,,2017-11-16T11:20:39,STORET
YAKIMAVLYDAIRIES_WQX,Yakima Valley Dairies,YAKIMAVLYDAIRIES_WQX-YVD-120617-31_ALSKE,Sample-Routine,Water,,2017-12-06,11:15:00,PST,,,,,140,ft,,,,,,SDWA-10-2013-0800,Groundwater Monitoring,,YAKIMAVLYDAIRIES_WQX-DC-01,DC-01,,,,,46.4187947300,-120.1381851000,STNDRD_SCP,YAKIMAVLYDAIRIES_WQX,Standard Sample Collection,,Pump/Peristaltic,STORET-695534039,,,Nitrate,Total,8.81,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,2017-12-07,,https://www.waterqualitydata.us/data/providers/STORET/organizations/YAKIMAVLYDAIRIES_WQX/activities/YAKIMAVLYDAIRIES_WQX-YVD-120617-31_ALSKE/results/695534039/resdetectqntlmts,Method Detection Level,0.01,mg/L,,2018-01-21T16:29:01,STORET
SUQUAMISH,Suquamish Indian Tribe of the Port Madison Reservation (Tribal),SUQUAMISH-IND01_170928_143206,Field Msr/Obs,Water,,2017-09-28,14:32:06,PST,,,,,,,,,,,,SUQ_WQMD,Suquamish Tribe Monitoring,,SUQUAMISH-IND-01,Indianola Creek,,,,,47.7512000000,-122.5250000000,,,,,,STORET-695260503,,as N,Nitrate,Unfiltered,5.02,mg/L,,Final,,Actual,,,,,,,,,,Sep 28 2017  2:32PM   ::SampleDateTime: 2017-09-28 14:32:06::,,,,,,,,,,4500-NO3(D)***retired*** 4500-NO3 D,APHA,"DO NOT USE***4500 NO3 D ~ Nitrate in Water Using an ISE, 4500-NO3 D",,https://www.nemi.gov/methods/method_summary/9888/,,,,,,,,,2018-01-18T14:30:50,STORET
SWINOMISH,Swinomish Indian Tribal Community (Tribal),SWINOMISH-2017-0009-40804890,Sample-Routine,Water,,2017-01-12,14:58:00,PST,,,,,,,,,,,,SWQMP,Swinomish Water Quality Monitoring Program,,SWINOMISH-MUN2,Munks Creek,,,,,48.4200815896,-122.5025952451,SWQMP,SWINOMISH,SWQMP_METHODS,,Water Bottle,STORET-785343480,,,Nitrate,Dissolved,0.43,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,300(A),USEPA,300 A  ~ Inorganic Anions by Ion Chromatography,,,,,,,,,,,2019-04-24T19:49:18,STORET
THURSTONCOUNTY,Thurston County Health Department,THURSTONCOUNTY-WEL46566_42941_614,Sample-Routine,Water,Groundwater,2017-07-25,,,,,,,0,ft,,,,,,Tumwater_WHPA,Tumwater WHPA,Thurston County,THURSTONCOUNTY-WEL46566,Farwell,,,,,46.9820140000,-122.9502330000,Grab,THURSTONCOUNTY,Grab sample using bottleware,,Miscellaneous (Other),STORET-980472318,,as N,Nitrate,None,4.5,mg/L,,Accepted,,Actual,,,,,,,,,,"GData values on June 27 2023: gid=1423; SITE_CODE=17N/02W-05RA; SITE_NAME=Farwell, Tony; sys_loc_code (Metro_ID)=WEL46566; LAT=46.982014; LON=-122.950233; datetime=2017-07-25 14:45:00; Date_time2=7/25/2017 2:45:00 PM; Date_time_serial=42941.6145833333; sample_utc_offset=8; value=4.5; unit=mg/L; parameter=Nitrate as N; mdl=0; pql=0; matrix=Water; lab_batch=See TC Env Health files; qualifier=; dup=0; depth_measured_ft=0",,,,,,,,,,See_external_files,THURSTONCOUNTY,External files contain methodological data,,,,,,,,,,,2023-06-30T19:06:04,STORET
NOOKSACK_WQX,Nooksack Indian Tribe (Tribal),NOOKSACK_WQX-SW08_2017_5_3,Field Msr/Obs,Water,,2017-05-03,,,,,,,,,,,,,,NooksackRiverWatershed,Nooksack Watershed Water Quality Monitoring,,NOOKSACK_WQX-SW08,Middle Fork Nooksack at Rutsatz Rd,,,,,48.8220710400,-122.1342510000,,,,,,STORET-956853042,,as NO3,Nitrate,Dissolved,0.18,mg/L,,Final,,Actual,,,,,,,,,,::SampleDateTime: 2017-05-03 12:31:01::,,,,,,,,,,300.0,USEPA Rev 2.1,300.0 ~ EPA; Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2022-10-26T18:24:38,STORET
NOOKSACK_WQX,Nooksack Indian Tribe (Tribal),NOOKSACK_WQX-SW08_2017_6_19,Field Msr/Obs,Water,,2017-06-19,,,,,,,,,,,,,,NooksackRiverWatershed,Nooksack Watershed Water Quality Monitoring,,NOOKSACK_WQX-SW08,Middle Fork Nooksack at Rutsatz Rd,,,,,48.8220710400,-122.1342510000,,,,,,STORET-956853055,Not Detected,as NO3,Nitrate,Dissolved,,,,Final,,,,,,,,,,,,::SampleDateTime: 2017-06-19 13:25:54::,,,,,,,,,,300.0,USEPA Rev 2.1,300.0 ~ EPA; Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/NOOKSACK_WQX/activities/NOOKSACK_WQX-SW08_2017_6_19/results/956853055/resdetectqntlmts,Practical Quantitation Limit,0.100,mg/L,,2022-10-26T18:24:38,STORET
YAKIMAVLYDAIRIES_WQX,Yakima Valley Dairies,YAKIMAVLYDAIRIES_WQX-YVD-120417-07_ALSKE,Sample-Routine,Water,,2017-12-04,10:35:00,PST,,,,,121,ft,,,,,,SDWA-10-2013-0800,Groundwater Monitoring,,YAKIMAVLYDAIRIES_WQX-YVD-13,YVD-13,,,,,46.3897084700,-120.1516731700,STNDRD_SCP,YAKIMAVLYDAIRIES_WQX,Standard Sample Collection,,Pump/Peristaltic,STORET-695534481,,,Nitrate,Total,24.3,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,2017-12-06,,https://www.waterqualitydata.us/data/providers/STORET/organizations/YAKIMAVLYDAIRIES_WQX/activities/YAKIMAVLYDAIRIES_WQX-YVD-120417-07_ALSKE/results/695534481/resdetectqntlmts,Method Detection Level,0.3,mg/L,,2018-01-21T16:29:04,STORET
